,,,,,Old UoM,,,,,,,New UoM ,
751,1,219,E,23-05-2023 09:00,amps,17,8053.6,35271,23-05-2023 03:43,23-05-2023 03:43,E,A,Ampere
752,1,219,E,23-05-2023 09:00,amps,19.9,8056.5,35271,23-05-2023 03:43,23-05-2023 03:43,E,A,Ampere
753,1,219,E,23-05-2023 09:00,amps,19.8,8056.4,35271,23-05-2023 03:43,23-05-2023 03:43,E,A,Ampere
754,1,220,E,23-05-2023 09:00,volts,409,7474.3,35272,23-05-2023 03:45,23-05-2023 03:45,E,V,Voltage
755,1,220,E,23-05-2023 09:00,volts,411,7885.3,35272,23-05-2023 03:45,23-05-2023 03:45,E,V,Voltage
756,1,220,E,23-05-2023 09:00,volts,413,7887.3,35272,23-05-2023 03:45,23-05-2023 03:45,E,V,Voltage
757,1,220,E,23-05-2023 09:00,volts,230,7704.3,35272,23-05-2023 03:45,23-05-2023 03:45,E,V,Voltage
758,1,220,E,23-05-2023 09:00,volts,231,7705.3,35272,23-05-2023 03:45,23-05-2023 03:45,E,V,Voltage
759,1,220,E,23-05-2023 09:00,amps,12.5,7486.8,35272,23-05-2023 03:45,23-05-2023 03:45,E,A,Ampere
760,1,220,E,23-05-2023 09:00,amps,12.8,7487.1,35272,23-05-2023 03:45,23-05-2023 03:45,E,A,Ampere
761,1,220,E,23-05-2023 09:00,%,16,7490.3,35272,23-05-2023 03:45,23-05-2023 03:45,E,%,Percentage
762,1,221,E,23-05-2023 09:00,volts,419,7007,35273,23-05-2023 03:46,23-05-2023 03:46,E,V,Voltage
763,1,221,E,23-05-2023 09:00,volts,417,7424,35273,23-05-2023 03:46,23-05-2023 03:46,E,V,Voltage
764,1,221,E,23-05-2023 09:00,volts,230,7237,35273,23-05-2023 03:46,23-05-2023 03:46,E,V,Voltage
765,1,221,E,23-05-2023 09:00,volts,230,7237,35273,23-05-2023 03:46,23-05-2023 03:46,E,V,Voltage
766,1,221,E,23-05-2023 09:00,volts,231,7238,35273,23-05-2023 03:46,23-05-2023 03:46,E,V,Voltage
767,1,221,E,23-05-2023 09:00,amps,0,7007,35273,23-05-2023 03:46,23-05-2023 03:46,E,A,Ampere
768,1,221,E,23-05-2023 09:00,amps,0,7007,35273,23-05-2023 03:46,23-05-2023 03:46,E,A,Ampere
769,1,221,E,23-05-2023 09:00,%,14,7021,35273,23-05-2023 03:46,23-05-2023 03:46,E,%,Percentage
770,1,175,E,24-05-2023 08:00,pf,0.99,2834.99,35397,24-05-2023 03:14,24-05-2023 03:14,E,PF,Power Factor
771,1,175,E,24-05-2023 08:00,volts,411,3245.99,35397,24-05-2023 03:14,24-05-2023 03:14,E,V,Voltage
772,1,175,E,24-05-2023 08:00,deg celcius,32,2866.99,35397,24-05-2023 03:14,24-05-2023 03:14,E,°C,deg Celsius
773,1,175,E,24-05-2023 08:00,amps,182,3016.99,35397,24-05-2023 03:14,24-05-2023 03:14,E,A,Ampere
774,1,175,E,24-05-2023 08:00,volts,11.2,2846.19,35397,24-05-2023 03:14,24-05-2023 03:14,E,V,Voltage
775,1,175,E,24-05-2023 08:00,volts,409,3243.99,35397,24-05-2023 03:14,24-05-2023 03:14,E,V,Voltage
776,1,175,E,24-05-2023 08:00,amps,177,3011.99,35397,24-05-2023 03:14,24-05-2023 03:14,E,A,Ampere
777,1,175,E,24-05-2023 08:00,deg celcius,26,2860.99,35397,24-05-2023 03:14,24-05-2023 03:14,E,°C,deg Celsius
778,1,175,E,24-05-2023 08:00,amps,197,3031.99,35397,24-05-2023 03:14,24-05-2023 03:14,E,A,Ampere
779,1,175,E,24-05-2023 08:00,watts,134,2968.99,35397,24-05-2023 03:14,24-05-2023 03:14,E,Kw,Power
780,1,175,E,24-05-2023 08:00,amps,4.6,2839.59,35397,24-05-2023 03:14,24-05-2023 03:14,E,A,Ampere
781,1,175,E,24-05-2023 08:00,no's,1,2835.99,35397,24-05-2023 03:14,24-05-2023 03:14,E,Kwh,KWH
782,1,175,E,24-05-2023 08:00,volts,415,3249.99,35397,24-05-2023 03:14,24-05-2023 03:14,E,V,Voltage
783,1,176,E,24-05-2023 08:00,deg celcius,39,501.12,35410,24-05-2023 03:20,24-05-2023 03:20,E,°C,deg Celsius
784,1,219,E,24-05-2023 09:00,amps,20.7,8057.3,35413,24-05-2023 03:32,24-05-2023 03:32,E,A,Ampere
785,1,219,E,24-05-2023 09:00,volts,415,8472.3,35413,24-05-2023 03:32,24-05-2023 03:32,E,V,Voltage
786,1,175,E,25-05-2023 08:00,volts,412,3246.99,35536,25-05-2023 02:56,25-05-2023 02:56,E,V,Voltage
787,1,175,E,25-05-2023 08:00,no's,1,3247.99,35536,25-05-2023 02:56,25-05-2023 02:56,E,Kwh,KWH
788,1,175,E,25-05-2023 08:00,amps,234,3480.99,35536,25-05-2023 02:56,25-05-2023 02:56,E,A,Ampere
789,1,175,E,25-05-2023 08:00,deg celcius,26,3272.99,35536,25-05-2023 02:56,25-05-2023 02:56,E,°C,deg Celsius
790,1,175,E,25-05-2023 08:00,pf,0.99,3247.98,35536,25-05-2023 02:56,25-05-2023 02:56,E,PF,Power Factor
791,1,175,E,25-05-2023 08:00,deg celcius,34,3280.99,35536,25-05-2023 02:56,25-05-2023 02:56,E,°C,deg Celsius
792,1,175,E,25-05-2023 08:00,volts,407,3653.99,35536,25-05-2023 02:56,25-05-2023 02:56,E,V,Voltage
793,1,175,E,25-05-2023 08:00,watts,158,3404.99,35536,25-05-2023 02:56,25-05-2023 02:56,E,Kw,Power
794,1,175,E,25-05-2023 08:00,volts,11.3,3258.29,35536,25-05-2023 02:56,25-05-2023 02:56,E,V,Voltage
795,1,175,E,25-05-2023 08:00,amps,6.6,3253.59,35536,25-05-2023 02:56,25-05-2023 02:56,E,A,Ampere
796,1,175,E,25-05-2023 08:00,amps,240,3486.99,35536,25-05-2023 02:56,25-05-2023 02:56,E,A,Ampere
797,1,175,E,25-05-2023 08:00,amps,225,3471.99,35536,25-05-2023 02:56,25-05-2023 02:56,E,A,Ampere
798,1,175,E,25-05-2023 08:00,volts,409,3655.99,35536,25-05-2023 02:56,25-05-2023 02:56,E,V,Voltage
799,1,176,E,25-05-2023 08:00,hrs,377.7,878.82,35541,25-05-2023 03:16,25-05-2023 03:16,E,Hr,Hour
800,1,221,E,25-05-2023 09:00,amps,0,7007,35553,25-05-2023 03:38,25-05-2023 03:38,E,A,Ampere
801,1,221,E,25-05-2023 09:00,amps,2.3,7009.3,35553,25-05-2023 03:38,25-05-2023 03:38,E,A,Ampere
802,1,221,E,25-05-2023 09:00,volts,406,7413,35553,25-05-2023 03:38,25-05-2023 03:38,E,V,Voltage
803,1,221,E,25-05-2023 09:00,%,14,7021,35553,25-05-2023 03:38,25-05-2023 03:38,E,%,Percentage
804,1,221,E,25-05-2023 09:00,amps,0,7007,35553,25-05-2023 03:38,25-05-2023 03:38,E,A,Ampere
805,1,176,E,26-05-2023 08:00,hrs,6.3,885.12,35681,26-05-2023 02:59,26-05-2023 02:59,E,Hr,Hour
806,1,176,E,26-05-2023 08:00,volts440,410,1295.12,35681,26-05-2023 02:59,26-05-2023 02:59,E,V,Voltage
807,1,176,E,26-05-2023 08:00,hrs,378.8,1263.92,35681,26-05-2023 02:59,26-05-2023 02:59,E,Hr,Hour
808,1,176,E,26-05-2023 08:00,kpa,655.6,1540.72,35681,26-05-2023 02:59,26-05-2023 02:59,E,bar,Bar
809,1,176,E,26-05-2023 08:00,v,27.9,913.02,35681,26-05-2023 02:59,26-05-2023 02:59,E,V,Voltage
810,1,176,E,26-05-2023 08:00,kva,0,885.12,35681,26-05-2023 02:59,26-05-2023 02:59,E,Kva,Apparent Power
811,1,175,E,26-05-2023 08:00,amps,151,3397.99,35677,26-05-2023 03:02,26-05-2023 03:02,E,A,Ampere
812,1,175,E,26-05-2023 08:00,watts,116,3513.99,35677,26-05-2023 03:02,26-05-2023 03:02,E,Kw,Power
813,1,175,E,26-05-2023 08:00,volts,410,3807.99,35677,26-05-2023 03:02,26-05-2023 03:02,E,V,Voltage
814,1,175,E,26-05-2023 08:00,pf,0.99,3398.98,35677,26-05-2023 03:02,26-05-2023 03:02,E,PF,Power Factor
815,1,175,E,26-05-2023 08:00,deg celcius,32,3429.99,35677,26-05-2023 03:02,26-05-2023 03:02,E,°C,deg Celsius
816,1,175,E,26-05-2023 08:00,amps,6.3,3404.29,35677,26-05-2023 03:02,26-05-2023 03:02,E,A,Ampere
817,1,175,E,26-05-2023 08:00,volts,11.2,3409.19,35677,26-05-2023 03:02,26-05-2023 03:02,E,V,Voltage
818,1,175,E,26-05-2023 08:00,volts,408,3805.99,35677,26-05-2023 03:02,26-05-2023 03:02,E,V,Voltage
819,1,175,E,26-05-2023 08:00,no's,2,3399.99,35677,26-05-2023 03:02,26-05-2023 03:02,E,Kwh,KWH
820,1,175,E,26-05-2023 08:00,amps,194,3591.99,35677,26-05-2023 03:02,26-05-2023 03:02,E,A,Ampere
821,1,175,E,26-05-2023 08:00,amps,160,3557.99,35677,26-05-2023 03:02,26-05-2023 03:02,E,A,Ampere
822,1,175,E,26-05-2023 08:00,volts,407,3804.99,35677,26-05-2023 03:02,26-05-2023 03:02,E,V,Voltage
823,1,175,E,26-05-2023 08:00,deg celcius,26,3423.99,35677,26-05-2023 03:02,26-05-2023 03:02,E,°C,deg Celsius
824,1,221,E,26-05-2023 09:00,amps,2.4,7009.4,35693,26-05-2023 04:17,26-05-2023 04:17,E,A,Ampere
825,1,221,E,26-05-2023 09:00,volts,406,7415.4,35693,26-05-2023 04:17,26-05-2023 04:17,E,V,Voltage
826,1,221,E,26-05-2023 09:00,volts,412,7421.4,35693,26-05-2023 04:17,26-05-2023 04:17,E,V,Voltage
827,1,175,E,27-05-2023 08:00,volts,406,3803.99,35817,27-05-2023 02:52,27-05-2023 02:52,E,V,Voltage
828,1,175,E,27-05-2023 08:00,deg celcius,26,3829.99,35817,27-05-2023 02:52,27-05-2023 02:52,E,°C,deg Celsius
829,1,175,E,27-05-2023 08:00,amps,130,3933.99,35817,27-05-2023 02:52,27-05-2023 02:52,E,A,Ampere
830,1,175,E,27-05-2023 08:00,pf,0.99,3804.98,35817,27-05-2023 02:52,27-05-2023 02:52,E,PF,Power Factor
831,1,175,E,27-05-2023 08:00,volts,406,4209.99,35817,27-05-2023 02:52,27-05-2023 02:52,E,V,Voltage
832,1,175,E,27-05-2023 08:00,amps,5.2,3809.19,35817,27-05-2023 02:52,27-05-2023 02:52,E,A,Ampere
833,1,175,E,27-05-2023 08:00,volts,410,4213.99,35817,27-05-2023 02:52,27-05-2023 02:52,E,V,Voltage
834,1,175,E,27-05-2023 08:00,no's,2,3805.99,35817,27-05-2023 02:52,27-05-2023 02:52,E,Kwh,KWH
835,1,175,E,27-05-2023 08:00,amps,130,3933.99,35817,27-05-2023 02:52,27-05-2023 02:52,E,A,Ampere
836,1,175,E,27-05-2023 08:00,volts,11.2,3815.19,35817,27-05-2023 02:52,27-05-2023 02:52,E,V,Voltage
837,1,175,E,27-05-2023 08:00,watts,93,3896.99,35817,27-05-2023 02:52,27-05-2023 02:52,E,Kw,Power
838,1,175,E,27-05-2023 08:00,amps,152,3955.99,35817,27-05-2023 02:52,27-05-2023 02:52,E,A,Ampere
839,1,175,E,27-05-2023 08:00,deg celcius,30,3833.99,35817,27-05-2023 02:52,27-05-2023 02:52,E,°C,deg Celsius
840,1,176,E,27-05-2023 08:00,deg celcius,49,934.12,35820,27-05-2023 03:00,27-05-2023 03:00,E,°C,deg Celsius
841,1,219,E,27-05-2023 09:00,volts,410,8467.3,35832,27-05-2023 03:40,27-05-2023 03:40,E,V,Voltage
842,1,219,E,27-05-2023 09:00,volts,230,8697.3,35832,27-05-2023 03:40,27-05-2023 03:40,E,V,Voltage
843,1,219,E,27-05-2023 09:00,volts,230,8697.3,35832,27-05-2023 03:40,27-05-2023 03:40,E,V,Voltage
844,1,219,E,27-05-2023 09:00,volts,231,8698.3,35832,27-05-2023 03:40,27-05-2023 03:40,E,V,Voltage
845,1,219,E,27-05-2023 09:00,amps,14.4,8481.7,35832,27-05-2023 03:40,27-05-2023 03:40,E,A,Ampere
846,1,219,E,27-05-2023 09:00,amps,14.8,8482.1,35832,27-05-2023 03:40,27-05-2023 03:40,E,A,Ampere
847,1,219,E,27-05-2023 09:00,%,13,8480.3,35832,27-05-2023 03:40,27-05-2023 03:40,E,%,Percentage
848,1,220,E,27-05-2023 09:00,volts,405,7879.3,35831,27-05-2023 03:42,27-05-2023 03:42,E,V,Voltage
849,1,220,E,27-05-2023 09:00,volts,410,8289.3,35831,27-05-2023 03:42,27-05-2023 03:42,E,V,Voltage
850,1,220,E,27-05-2023 09:00,volts,230,8109.3,35831,27-05-2023 03:42,27-05-2023 03:42,E,V,Voltage
851,1,220,E,27-05-2023 09:00,volts,230,8109.3,35831,27-05-2023 03:42,27-05-2023 03:42,E,V,Voltage
852,1,220,E,27-05-2023 09:00,amps,4.9,7884.2,35831,27-05-2023 03:42,27-05-2023 03:42,E,A,Ampere
853,1,220,E,27-05-2023 09:00,amps,6.8,7886.1,35831,27-05-2023 03:42,27-05-2023 03:42,E,A,Ampere
854,1,220,E,27-05-2023 09:00,amps,5,7884.3,35831,27-05-2023 03:42,27-05-2023 03:42,E,A,Ampere
855,1,220,E,27-05-2023 09:00,%,13,7892.3,35831,27-05-2023 03:42,27-05-2023 03:42,E,%,Percentage
856,1,221,E,27-05-2023 09:00,volts,411,7420.4,35833,27-05-2023 03:44,27-05-2023 03:44,E,V,Voltage
857,1,221,E,27-05-2023 09:00,volts,412,7832.4,35833,27-05-2023 03:44,27-05-2023 03:44,E,V,Voltage
858,1,221,E,27-05-2023 09:00,volts,414,7834.4,35833,27-05-2023 03:44,27-05-2023 03:44,E,V,Voltage
859,1,221,E,27-05-2023 09:00,volts,230,7650.4,35833,27-05-2023 03:44,27-05-2023 03:44,E,V,Voltage
860,1,221,E,27-05-2023 09:00,volts,231,7651.4,35833,27-05-2023 03:44,27-05-2023 03:44,E,V,Voltage
861,1,221,E,27-05-2023 09:00,amps,2.2,7422.6,35833,27-05-2023 03:44,27-05-2023 03:44,E,A,Ampere
862,1,221,E,27-05-2023 09:00,amps,0,7420.4,35833,27-05-2023 03:44,27-05-2023 03:44,E,A,Ampere
863,1,221,E,27-05-2023 09:00,amps,0,7420.4,35833,27-05-2023 03:44,27-05-2023 03:44,E,A,Ampere
864,1,176,E,28-05-2023 08:00,kpa,667.4,1601.52,35943,28-05-2023 03:01,28-05-2023 03:01,E,bar,Bar
865,1,176,E,28-05-2023 08:00,kwh,1889.48,3491,35943,28-05-2023 03:01,28-05-2023 03:01,E,Kwh,KWH
866,1,176,E,28-05-2023 08:00,ft,815,2416.52,35943,28-05-2023 03:01,28-05-2023 03:01,E,No,numbers
867,1,176,E,28-05-2023 08:00,hz,49.95,1651.47,35943,28-05-2023 03:01,28-05-2023 03:01,E,Hz,Frequency
868,1,175,E,28-05-2023 08:00,watts,91,3894.99,35942,28-05-2023 03:04,28-05-2023 03:04,E,Kw,Power
869,1,175,E,28-05-2023 08:00,deg celcius,30,3924.99,35942,28-05-2023 03:04,28-05-2023 03:04,E,°C,deg Celsius
870,1,175,E,28-05-2023 08:00,no's,1,3895.99,35942,28-05-2023 03:04,28-05-2023 03:04,E,Kwh,KWH
871,1,175,E,28-05-2023 08:00,amps,116,4010.99,35942,28-05-2023 03:04,28-05-2023 03:04,E,A,Ampere
872,1,175,E,28-05-2023 08:00,amps,4.9,3899.89,35942,28-05-2023 03:04,28-05-2023 03:04,E,A,Ampere
873,1,175,E,28-05-2023 08:00,volts,409,4303.99,35942,28-05-2023 03:04,28-05-2023 03:04,E,V,Voltage
883,1,220,E,28-05-2023 09:00,volts,231,8522.3,35950,28-05-2023 04:13,28-05-2023 04:13,E,V,Voltage
874,1,175,E,28-05-2023 08:00,volts,11.4,3906.39,35942,28-05-2023 03:04,28-05-2023 03:04,E,V,Voltage
875,1,175,E,28-05-2023 08:00,amps,125,4019.99,35942,28-05-2023 03:04,28-05-2023 03:04,E,A,Ampere
876,1,175,E,28-05-2023 08:00,amps,148,4042.99,35942,28-05-2023 03:04,28-05-2023 03:04,E,A,Ampere
877,1,175,E,28-05-2023 08:00,volts,411,4305.99,35942,28-05-2023 03:04,28-05-2023 03:04,E,V,Voltage
878,1,175,E,28-05-2023 08:00,volts,413,4307.99,35942,28-05-2023 03:04,28-05-2023 03:04,E,V,Voltage
879,1,175,E,28-05-2023 08:00,pf,0.99,3895.98,35942,28-05-2023 03:04,28-05-2023 03:04,E,PF,Power Factor
880,1,175,E,28-05-2023 08:00,deg celcius,26,3920.99,35942,28-05-2023 03:04,28-05-2023 03:04,E,°C,deg Celsius
881,1,219,E,28-05-2023 09:00,volts,409,8876.3,35951,28-05-2023 04:12,28-05-2023 04:12,E,V,Voltage
882,1,220,E,28-05-2023 09:00,volts,412,8291.3,35950,28-05-2023 04:13,28-05-2023 04:13,E,V,Voltage
884,1,220,E,28-05-2023 09:00,amps,12.2,8534.5,35950,28-05-2023 04:13,28-05-2023 04:13,E,A,Ampere
885,1,220,E,28-05-2023 09:00,volts,409,8931.3,35950,28-05-2023 04:13,28-05-2023 04:13,E,V,Voltage
886,1,220,E,28-05-2023 09:00,volts,231,8753.3,35950,28-05-2023 04:13,28-05-2023 04:13,E,V,Voltage
887,1,175,E,29-05-2023 08:00,amps,5.6,3900.59,35974,29-05-2023 02:44,29-05-2023 02:44,E,A,Ampere
888,1,175,E,29-05-2023 08:00,volts,11.3,3911.89,35974,29-05-2023 02:44,29-05-2023 02:44,E,V,Voltage
889,1,175,E,29-05-2023 08:00,pf,0.99,3901.58,35974,29-05-2023 02:44,29-05-2023 02:44,E,PF,Power Factor
890,1,175,E,29-05-2023 08:00,volts,408,4308.59,35974,29-05-2023 02:44,29-05-2023 02:44,E,V,Voltage
891,1,175,E,29-05-2023 08:00,volts,405,4305.59,35974,29-05-2023 02:44,29-05-2023 02:44,E,V,Voltage
892,1,175,E,29-05-2023 08:00,amps,176,4076.59,35974,29-05-2023 02:44,29-05-2023 02:44,E,A,Ampere
893,1,175,E,29-05-2023 08:00,amps,209,4109.59,35974,29-05-2023 02:44,29-05-2023 02:44,E,A,Ampere
894,1,175,E,29-05-2023 08:00,amps,193,4093.59,35974,29-05-2023 02:44,29-05-2023 02:44,E,A,Ampere
895,1,175,E,29-05-2023 08:00,volts,403,4303.59,35974,29-05-2023 02:44,29-05-2023 02:44,E,V,Voltage
896,1,175,E,29-05-2023 08:00,watts,129,4029.59,35974,29-05-2023 02:44,29-05-2023 02:44,E,Kw,Power
897,1,175,E,29-05-2023 08:00,deg celcius,28,3928.59,35974,29-05-2023 02:44,29-05-2023 02:44,E,°C,deg Celsius
898,1,175,E,29-05-2023 08:00,deg celcius,32,3932.59,35974,29-05-2023 02:44,29-05-2023 02:44,E,°C,deg Celsius
899,1,175,E,29-05-2023 08:00,no's,1,3901.59,35974,29-05-2023 02:44,29-05-2023 02:44,E,Kwh,KWH
900,1,219,E,29-05-2023 09:00,volts,404,9280.3,35991,29-05-2023 03:50,29-05-2023 03:50,E,V,Voltage
901,1,219,E,29-05-2023 09:00,volts,405,9685.3,35991,29-05-2023 03:50,29-05-2023 03:50,E,V,Voltage
902,1,219,E,29-05-2023 09:00,volts,230,9510.3,35991,29-05-2023 03:50,29-05-2023 03:50,E,V,Voltage
903,1,219,E,29-05-2023 09:00,volts,231,9511.3,35991,29-05-2023 03:50,29-05-2023 03:50,E,V,Voltage
904,1,219,E,29-05-2023 09:00,volts,231,9511.3,35991,29-05-2023 03:50,29-05-2023 03:50,E,V,Voltage
905,1,219,E,29-05-2023 09:00,amps,13.4,9293.7,35991,29-05-2023 03:50,29-05-2023 03:50,E,A,Ampere
906,1,219,E,29-05-2023 09:00,amps,13.2,9293.5,35991,29-05-2023 03:50,29-05-2023 03:50,E,A,Ampere
907,1,219,E,29-05-2023 09:00,%,15,9295.3,35991,29-05-2023 03:50,29-05-2023 03:50,E,%,Percentage
908,1,220,E,29-05-2023 09:00,volts,405,8927.3,35989,29-05-2023 03:51,29-05-2023 03:51,E,V,Voltage
909,1,220,E,29-05-2023 09:00,volts,408,9335.3,35989,29-05-2023 03:51,29-05-2023 03:51,E,V,Voltage
910,1,220,E,29-05-2023 09:00,volts,230,9157.3,35989,29-05-2023 03:51,29-05-2023 03:51,E,V,Voltage
911,1,220,E,29-05-2023 09:00,volts,231,9158.3,35989,29-05-2023 03:51,29-05-2023 03:51,E,V,Voltage
912,1,220,E,29-05-2023 09:00,amps,11.1,8938.4,35989,29-05-2023 03:51,29-05-2023 03:51,E,A,Ampere
913,1,220,E,29-05-2023 09:00,amps,20.5,8947.8,35989,29-05-2023 03:51,29-05-2023 03:51,E,A,Ampere
914,1,220,E,29-05-2023 09:00,amps,19.6,8946.9,35989,29-05-2023 03:51,29-05-2023 03:51,E,A,Ampere
915,1,221,E,29-05-2023 09:00,volts,409,7829.4,35990,29-05-2023 03:53,29-05-2023 03:53,E,V,Voltage
916,1,221,E,29-05-2023 09:00,volts,410,8239.4,35990,29-05-2023 03:53,29-05-2023 03:53,E,V,Voltage
917,1,221,E,29-05-2023 09:00,volts,413,8242.4,35990,29-05-2023 03:53,29-05-2023 03:53,E,V,Voltage
918,1,221,E,29-05-2023 09:00,volts,230,8059.4,35990,29-05-2023 03:53,29-05-2023 03:53,E,V,Voltage
919,1,221,E,29-05-2023 09:00,volts,230,8059.4,35990,29-05-2023 03:53,29-05-2023 03:53,E,V,Voltage
920,1,221,E,29-05-2023 09:00,amps,2.3,7831.7,35990,29-05-2023 03:53,29-05-2023 03:53,E,A,Ampere
921,1,221,E,29-05-2023 09:00,amps,0,7829.4,35990,29-05-2023 03:53,29-05-2023 03:53,E,A,Ampere
922,1,221,E,29-05-2023 09:00,%,14,7843.4,35990,29-05-2023 03:53,29-05-2023 03:53,E,%,Percentage
923,1,175,E,30-05-2023 08:00,amps,174,4074.59,36114,30-05-2023 02:37,30-05-2023 02:37,E,A,Ampere
924,1,175,E,30-05-2023 08:00,volts,412,4486.59,36114,30-05-2023 02:37,30-05-2023 02:37,E,V,Voltage
925,1,175,E,30-05-2023 08:00,deg celcius,28,4102.59,36114,30-05-2023 02:37,30-05-2023 02:37,E,°C,deg Celsius
926,1,175,E,30-05-2023 08:00,deg celcius,34,4108.59,36114,30-05-2023 02:37,30-05-2023 02:37,E,°C,deg Celsius
927,1,175,E,30-05-2023 08:00,volts,11.2,4085.79,36114,30-05-2023 02:37,30-05-2023 02:37,E,V,Voltage
928,1,175,E,30-05-2023 08:00,watts,130,4204.59,36114,30-05-2023 02:37,30-05-2023 02:37,E,Kw,Power
929,1,175,E,30-05-2023 08:00,volts,410,4484.59,36114,30-05-2023 02:37,30-05-2023 02:37,E,V,Voltage
930,1,175,E,30-05-2023 08:00,amps,189,4263.59,36114,30-05-2023 02:37,30-05-2023 02:37,E,A,Ampere
