,,,,,Old UoM,,,,,,,New UoM ,
1098,1,175,E,07-06-2023 08:00,amps,194,4791.48,37115,07-06-2023 02:55,07-06-2023 02:55,E,A,Ampere
1099,1,175,E,07-06-2023 08:00,amps,209,5000.48,37115,07-06-2023 02:55,07-06-2023 02:55,E,A,Ampere
1100,1,175,E,07-06-2023 08:00,deg celcius,32,4823.48,37115,07-06-2023 02:55,07-06-2023 02:55,E,°C,deg Celsius
1101,1,175,E,07-06-2023 08:00,watts,147,4938.48,37115,07-06-2023 02:55,07-06-2023 02:55,E,Kw,Power
1102,1,175,E,07-06-2023 08:00,amps,236,5027.48,37115,07-06-2023 02:55,07-06-2023 02:55,E,A,Ampere
1103,1,175,E,07-06-2023 08:00,volts,410,5201.48,37115,07-06-2023 02:55,07-06-2023 02:55,E,V,Voltage
1104,1,175,E,07-06-2023 08:00,volts,413,5204.48,37115,07-06-2023 02:55,07-06-2023 02:55,E,V,Voltage
1105,1,175,E,07-06-2023 08:00,volts,416,5207.48,37115,07-06-2023 02:55,07-06-2023 02:55,E,V,Voltage
1106,1,175,E,07-06-2023 08:00,pf,0.99,4792.47,37115,07-06-2023 02:55,07-06-2023 02:55,E,PF,Power Factor
1107,1,175,E,07-06-2023 08:00,volts,11.3,4802.78,37115,07-06-2023 02:55,07-06-2023 02:55,E,V,Voltage
1108,1,175,E,07-06-2023 08:00,no's,1,4792.48,37115,07-06-2023 02:55,07-06-2023 02:55,E,Kwh,KWH
1109,1,175,E,07-06-2023 08:00,amps,5.4,4796.88,37115,07-06-2023 02:55,07-06-2023 02:55,E,A,Ampere
1110,1,175,E,07-06-2023 08:00,deg celcius,26,4817.48,37115,07-06-2023 02:55,07-06-2023 02:55,E,°C,deg Celsius
1111,1,176,E,07-06-2023 08:00,pf,1,2484.02,37120,07-06-2023 02:59,07-06-2023 02:59,E,PF,Power Factor
1112,1,176,E,07-06-2023 08:00,v,27.93,2511.95,37120,07-06-2023 02:59,07-06-2023 02:59,E,V,Voltage
1113,1,176,E,07-06-2023 08:00,hrs,6.4,2490.42,37120,07-06-2023 02:59,07-06-2023 02:59,E,Hr,Hour
1114,1,176,E,07-06-2023 08:00,kpa,683.9,3167.92,37120,07-06-2023 02:59,07-06-2023 02:59,E,bar,Bar
1115,1,176,E,07-06-2023 08:00,volts,408,2892.02,37120,07-06-2023 02:59,07-06-2023 02:59,E,V,Voltage
1116,1,176,E,07-06-2023 08:00,deg celcius,36,2520.02,37120,07-06-2023 02:59,07-06-2023 02:59,E,°C,deg Celsius
1117,1,219,E,07-06-2023 09:00,volts,414,10805.1,37130,07-06-2023 03:34,07-06-2023 03:34,E,V,Voltage
1118,1,219,E,07-06-2023 09:00,volts,230,11035.1,37130,07-06-2023 03:34,07-06-2023 03:34,E,V,Voltage
1119,1,219,E,07-06-2023 09:00,volts,231,11036.1,37130,07-06-2023 03:34,07-06-2023 03:34,E,V,Voltage
1120,1,219,E,07-06-2023 09:00,volts,231,11036.1,37130,07-06-2023 03:34,07-06-2023 03:34,E,V,Voltage
1121,1,219,E,07-06-2023 09:00,amps,13.5,10818.6,37130,07-06-2023 03:34,07-06-2023 03:34,E,A,Ampere
1122,1,219,E,07-06-2023 09:00,amps,13.6,10818.7,37130,07-06-2023 03:34,07-06-2023 03:34,E,A,Ampere
1123,1,219,E,07-06-2023 09:00,%,16,10821.1,37130,07-06-2023 03:34,07-06-2023 03:34,E,%,Percentage
1124,1,220,E,07-06-2023 09:00,volts,416,10452.5,37131,07-06-2023 03:36,07-06-2023 03:36,E,V,Voltage
1125,1,220,E,07-06-2023 09:00,volts,420,10872.5,37131,07-06-2023 03:36,07-06-2023 03:36,E,V,Voltage
1126,1,220,E,07-06-2023 09:00,volts,230,10682.5,37131,07-06-2023 03:36,07-06-2023 03:36,E,V,Voltage
1127,1,220,E,07-06-2023 09:00,volts,231,10683.5,37131,07-06-2023 03:36,07-06-2023 03:36,E,V,Voltage
1128,1,220,E,07-06-2023 09:00,amps,14.8,10467.3,37131,07-06-2023 03:36,07-06-2023 03:36,E,A,Ampere
1129,1,220,E,07-06-2023 09:00,amps,21.2,10473.7,37131,07-06-2023 03:36,07-06-2023 03:36,E,A,Ampere
1130,1,220,E,07-06-2023 09:00,amps,20.2,10472.7,37131,07-06-2023 03:36,07-06-2023 03:36,E,A,Ampere
1131,1,221,E,07-06-2023 09:00,volts,414,9505.4,37132,07-06-2023 03:38,07-06-2023 03:38,E,V,Voltage
1132,1,221,E,07-06-2023 09:00,volts,416,9921.4,37132,07-06-2023 03:38,07-06-2023 03:38,E,V,Voltage
1133,1,221,E,07-06-2023 09:00,volts,418,9923.4,37132,07-06-2023 03:38,07-06-2023 03:38,E,V,Voltage
1134,1,221,E,07-06-2023 09:00,volts,230,9735.4,37132,07-06-2023 03:38,07-06-2023 03:38,E,V,Voltage
1135,1,221,E,07-06-2023 09:00,volts,231,9736.4,37132,07-06-2023 03:38,07-06-2023 03:38,E,V,Voltage
1136,1,221,E,07-06-2023 09:00,amps,2.3,9507.7,37132,07-06-2023 03:38,07-06-2023 03:38,E,A,Ampere
1137,1,221,E,07-06-2023 09:00,amps,0,9505.4,37132,07-06-2023 03:38,07-06-2023 03:38,E,A,Ampere
1138,1,221,E,07-06-2023 09:00,%,14,9519.4,37132,07-06-2023 03:38,07-06-2023 03:38,E,%,Percentage
1139,1,175,E,08-06-2023 08:00,volts,419,5210.48,37256,08-06-2023 02:39,08-06-2023 02:39,E,V,Voltage
1140,1,175,E,08-06-2023 08:00,no's,4,5214.48,37256,08-06-2023 02:39,08-06-2023 02:39,E,Kwh,KWH
1141,1,175,E,08-06-2023 08:00,deg celcius,34,5244.48,37256,08-06-2023 02:39,08-06-2023 02:39,E,°C,deg Celsius
1142,1,175,E,08-06-2023 08:00,watts,111,5321.48,37256,08-06-2023 02:39,08-06-2023 02:39,E,Kw,Power
1143,1,175,E,08-06-2023 08:00,amps,6.2,5216.68,37256,08-06-2023 02:39,08-06-2023 02:39,E,A,Ampere
1144,1,175,E,08-06-2023 08:00,amps,173,5383.48,37256,08-06-2023 02:39,08-06-2023 02:39,E,A,Ampere
1145,1,175,E,08-06-2023 08:00,amps,142,5352.48,37256,08-06-2023 02:39,08-06-2023 02:39,E,A,Ampere
1146,1,175,E,08-06-2023 08:00,amps,150,5360.48,37256,08-06-2023 02:39,08-06-2023 02:39,E,A,Ampere
1147,1,175,E,08-06-2023 08:00,volts,414,5624.48,37256,08-06-2023 02:39,08-06-2023 02:39,E,V,Voltage
1148,1,175,E,08-06-2023 08:00,volts,416,5626.48,37256,08-06-2023 02:39,08-06-2023 02:39,E,V,Voltage
1149,1,175,E,08-06-2023 08:00,pf,0.99,5211.47,37256,08-06-2023 02:39,08-06-2023 02:39,E,PF,Power Factor
1150,1,175,E,08-06-2023 08:00,deg celcius,26,5236.48,37256,08-06-2023 02:39,08-06-2023 02:39,E,°C,deg Celsius
1151,1,175,E,08-06-2023 08:00,volts,10.9,5221.38,37256,08-06-2023 02:39,08-06-2023 02:39,E,V,Voltage
1152,1,219,E,08-06-2023 09:00,volts,231,11036.1,37270,08-06-2023 03:36,08-06-2023 03:36,E,V,Voltage
1153,1,219,E,08-06-2023 09:00,volts,231,11267.1,37270,08-06-2023 03:36,08-06-2023 03:36,E,V,Voltage
1154,1,221,E,08-06-2023 09:00,volts,229,9734.4,37271,08-06-2023 03:41,08-06-2023 03:41,E,V,Voltage
1155,1,221,E,08-06-2023 09:00,volts,230,9964.4,37271,08-06-2023 03:41,08-06-2023 03:41,E,V,Voltage
1156,1,175,E,09-06-2023 08:00,amps,168,5378.48,37396,09-06-2023 03:43,09-06-2023 03:43,E,A,Ampere
1157,1,175,E,09-06-2023 08:00,amps,141,5519.48,37396,09-06-2023 03:43,09-06-2023 03:43,E,A,Ampere
1158,1,175,E,09-06-2023 08:00,amps,145,5523.48,37396,09-06-2023 03:43,09-06-2023 03:43,E,A,Ampere
1159,1,175,E,09-06-2023 08:00,volts,414,5792.48,37396,09-06-2023 03:43,09-06-2023 03:43,E,V,Voltage
1160,1,175,E,09-06-2023 08:00,volts,417,5795.48,37396,09-06-2023 03:43,09-06-2023 03:43,E,V,Voltage
1161,1,175,E,09-06-2023 08:00,volts,420,5798.48,37396,09-06-2023 03:43,09-06-2023 03:43,E,V,Voltage
1162,1,175,E,09-06-2023 08:00,watts,107,5485.48,37396,09-06-2023 03:43,09-06-2023 03:43,E,Kw,Power
1163,1,175,E,09-06-2023 08:00,pf,0.99,5379.47,37396,09-06-2023 03:43,09-06-2023 03:43,E,PF,Power Factor
1164,1,175,E,09-06-2023 08:00,deg celcius,26,5404.48,37396,09-06-2023 03:43,09-06-2023 03:43,E,°C,deg Celsius
1165,1,175,E,09-06-2023 08:00,deg celcius,32,5410.48,37396,09-06-2023 03:43,09-06-2023 03:43,E,°C,deg Celsius
1166,1,175,E,09-06-2023 08:00,amps,4.9,5383.38,37396,09-06-2023 03:43,09-06-2023 03:43,E,A,Ampere
1167,1,175,E,09-06-2023 08:00,volts,11,5389.48,37396,09-06-2023 03:43,09-06-2023 03:43,E,V,Voltage
1168,1,175,E,09-06-2023 08:00,no's,1,5379.48,37396,09-06-2023 03:43,09-06-2023 03:43,E,Kwh,KWH
1169,1,220,E,09-06-2023 09:00,volts,419,10871.5,37413,09-06-2023 03:47,09-06-2023 03:47,E,V,Voltage
1170,1,219,E,10-06-2023 09:00,HZ,50,50,37553,10-06-2023 07:43,10-06-2023 07:43,E,Hz,Frequency
1171,1,219,E,10-06-2023 09:00, CELSIUS,22.4,22.4,37553,10-06-2023 07:43,10-06-2023 07:43,E,°C,deg Celsius
1172,1,219,E,10-06-2023 09:00,%,14,10835.1,37553,10-06-2023 07:43,10-06-2023 07:43,E,%,Percentage
1173,1,219,E,10-06-2023 09:00,Volts,230,230,37553,10-06-2023 07:43,10-06-2023 07:43,E,V,Voltage
1174,1,219,E,10-06-2023 09:00,AMPS,18.2,18.2,37553,10-06-2023 07:43,10-06-2023 07:43,E,A,Ampere
1175,1,219,E,10-06-2023 09:00,Volts,232,462,37553,10-06-2023 07:43,10-06-2023 07:43,E,V,Voltage
1176,1,219,E,10-06-2023 09:00,AMPS,16.2,34.4,37553,10-06-2023 07:43,10-06-2023 07:43,E,A,Ampere
1177,1,219,E,10-06-2023 09:00, Hours,2,2,37553,10-06-2023 07:43,10-06-2023 07:43,E,Hr,Hour
1178,1,219,E,10-06-2023 09:00,Volts,419,649,37553,10-06-2023 07:43,10-06-2023 07:43,E,V,Voltage
1179,1,219,E,10-06-2023 09:00,Volts,231,461,37553,10-06-2023 07:43,10-06-2023 07:43,E,V,Voltage
1180,1,219,E,10-06-2023 09:00, Volts,272.3,272.3,37553,10-06-2023 07:43,10-06-2023 07:43,E,V,Voltage
1181,1,219,E,10-06-2023 09:00,Volts,424,654,37553,10-06-2023 07:43,10-06-2023 07:43,E,V,Voltage
1182,1,219,E,10-06-2023 09:00,VOLTS,414,414,37553,10-06-2023 07:43,10-06-2023 07:43,E,V,Voltage
1183,1,219,E,10-06-2023 09:00,AMPS,15.6,33.8,37553,10-06-2023 07:43,10-06-2023 07:43,E,A,Ampere
1184,1,219,E,10-06-2023 09:00,PF,0.99,0.99,37553,10-06-2023 07:43,10-06-2023 07:43,E,PF,Power Factor
1189,1,220,E,10-06-2023 09:00, CELSIUS,22.4,22.4,37552,10-06-2023 07:46,10-06-2023 07:46,E,°C,deg Celsius
1190,1,220,E,10-06-2023 09:00,Volts,419,650,37552,10-06-2023 07:46,10-06-2023 07:46,E,V,Voltage
1191,1,220,E,10-06-2023 09:00,Volts,230,880,37552,10-06-2023 07:46,10-06-2023 07:46,E,V,Voltage
1192,1,220,E,10-06-2023 09:00,Volts,424,1074,37552,10-06-2023 07:46,10-06-2023 07:46,E,V,Voltage
1194,1,220,E,10-06-2023 09:00,VOLTS,416,416,37552,10-06-2023 07:46,10-06-2023 07:46,E,V,Voltage
1196,1,220,E,10-06-2023 09:00,PF,0.99,0.99,37552,10-06-2023 07:46,10-06-2023 07:46,E,PF,Power Factor
1198,1,220,E,10-06-2023 09:00, Volts,258.8,258.8,37552,10-06-2023 07:46,10-06-2023 07:46,E,V,Voltage
1202,1,221,E,10-06-2023 09:00,AMPS,0,0,37551,10-06-2023 07:48,10-06-2023 07:48,E,A,Ampere
1203,1,221,E,10-06-2023 09:00,HZ,50,50,37551,10-06-2023 07:48,10-06-2023 07:48,E,Hz,Frequency
1205,1,221,E,10-06-2023 09:00,Volts,231,461,37551,10-06-2023 07:48,10-06-2023 07:48,E,V,Voltage
1206,1,221,E,10-06-2023 09:00, Volts,334.4,334.4,37551,10-06-2023 07:48,10-06-2023 07:48,E,V,Voltage
1207,1,221,E,10-06-2023 09:00,Volts,230,691,37551,10-06-2023 07:48,10-06-2023 07:48,E,V,Voltage
1210,1,221,E,10-06-2023 09:00, CELSIUS,22.6,22.6,37551,10-06-2023 07:48,10-06-2023 07:48,E,°C,deg Celsius
1212,1,221,E,10-06-2023 09:00,Volts,411,872,37551,10-06-2023 07:48,10-06-2023 07:48,E,V,Voltage
1217,1,175,E,10-06-2023 08:00,Amps,3.9,3.9,37537,10-06-2023 07:50,10-06-2023 07:50,E,A,Ampere
1218,1,175,E,10-06-2023 08:00,Amps,133,136.9,37537,10-06-2023 07:50,10-06-2023 07:50,E,A,Ampere
1223,1,175,E,10-06-2023 08:00,Deg Celcius,30,30,37537,10-06-2023 07:50,10-06-2023 07:50,E,°C,deg Celsius
1224,1,175,E,10-06-2023 08:00,Volts,419,854,37537,10-06-2023 07:50,10-06-2023 07:50,E,V,Voltage
1229,1,176,E,10-06-2023 08:00,HRs,6.37,6.37,37542,10-06-2023 07:52,10-06-2023 07:52,E,Hr,Hour
1230,1,176,E,10-06-2023 08:00,V,27.93,27.93,37542,10-06-2023 07:52,10-06-2023 07:52,E,V,Voltage
1231,1,176,E,10-06-2023 08:00,KVA,0,0,37542,10-06-2023 07:52,10-06-2023 07:52,E,Kva,Apparent Power
1232,1,176,E,10-06-2023 08:00, Amp,0,0,37542,10-06-2023 07:52,10-06-2023 07:52,E,A,Ampere
1234,1,176,E,10-06-2023 08:00,deg celcius,44,2564.02,37542,10-06-2023 07:52,10-06-2023 07:52,E,°C,deg Celsius
1235,1,176,E,10-06-2023 08:00,KW,0,0,37542,10-06-2023 07:52,10-06-2023 07:52,E,KW,Real Power
1239,1,176,E,10-06-2023 08:00,Volts,416,416,37542,10-06-2023 07:52,10-06-2023 07:52,E,V,Voltage
1241,1,176,E,10-06-2023 08:00,FT,820,820,37542,10-06-2023 07:52,10-06-2023 07:52,E,No,numbers
1242,1,176,E,10-06-2023 08:00,Volts,415,831,37542,10-06-2023 07:52,10-06-2023 07:52,E,V,Voltage
1244,1,176,E,10-06-2023 08:00, Amp,0,0,37542,10-06-2023 07:52,10-06-2023 07:52,E,A,Ampere
1246,1,176,E,10-06-2023 08:00, Percentage,0,0,37542,10-06-2023 07:52,10-06-2023 07:52,E,%,Percentage
1248,1,176,E,10-06-2023 08:00,KPA,659.8,659.8,37542,10-06-2023 07:52,10-06-2023 07:52,E,bar,Bar
1185,1,220,E,10-06-2023 09:00, Hours,2,2,37552,10-06-2023 07:46,10-06-2023 07:46,E,Hr,Hour
1186,1,220,E,10-06-2023 09:00,AMPS,18.2,18.2,37552,10-06-2023 07:46,10-06-2023 07:46,E,A,Ampere
1187,1,220,E,10-06-2023 09:00,HZ,50,50,37552,10-06-2023 07:46,10-06-2023 07:46,E,Hz,Frequency
1188,1,220,E,10-06-2023 09:00,Volts,231,231,37552,10-06-2023 07:46,10-06-2023 07:46,E,V,Voltage
1193,1,220,E,10-06-2023 09:00,%,15,9637.5,37552,10-06-2023 07:46,10-06-2023 07:46,E,%,Percentage
1195,1,220,E,10-06-2023 09:00,AMPS,15.6,33.8,37552,10-06-2023 07:46,10-06-2023 07:46,E,A,Ampere
1197,1,220,E,10-06-2023 09:00,Volts,231,881,37552,10-06-2023 07:46,10-06-2023 07:46,E,V,Voltage
1200,1,221,E,10-06-2023 09:00,VOLTS,416,416,37551,10-06-2023 07:48,10-06-2023 07:48,E,V,Voltage
1204,1,221,E,10-06-2023 09:00, Hours,2,2,37551,10-06-2023 07:48,10-06-2023 07:48,E,Hr,Hour
1213,1,221,E,10-06-2023 09:00,AMPS,2.3,2.3,37551,10-06-2023 07:48,10-06-2023 07:48,E,A,Ampere
1214,1,221,E,10-06-2023 09:00,AMPS,0,0,37551,10-06-2023 07:48,10-06-2023 07:48,E,A,Ampere
1219,1,175,E,10-06-2023 08:00,No's,1,1,37537,10-06-2023 07:50,10-06-2023 07:50,E,Kwh,KWH
1221,1,175,E,10-06-2023 08:00,Volts,11,435,37537,10-06-2023 07:50,10-06-2023 07:50,E,V,Voltage
1222,1,175,E,10-06-2023 08:00,Amps,135,138.9,37537,10-06-2023 07:50,10-06-2023 07:50,E,A,Ampere
1228,1,176,E,10-06-2023 08:00,Deg Celcius,39,39,37542,10-06-2023 07:52,10-06-2023 07:52,E,°C,deg Celsius
1236,1,176,E,10-06-2023 08:00,RPM,1503,1503,37542,10-06-2023 07:52,10-06-2023 07:52,E,rpm,Rotation Per minute
1238,1,176,E,10-06-2023 08:00,HZ,50,50,37542,10-06-2023 07:52,10-06-2023 07:52,E,Hz,Frequency
1240,1,176,E,10-06-2023 08:00,HRS,387.2,387.2,37542,10-06-2023 07:52,10-06-2023 07:52,E,Hr,Hour
1243,1,176,E,10-06-2023 08:00,deg Celcius,46,46,37542,10-06-2023 07:52,10-06-2023 07:52,E,°C,deg Celsius
1247,1,176,E,10-06-2023 08:00,Volts440,416,416,37542,10-06-2023 07:52,10-06-2023 07:52,E,V,Voltage
1199,1,220,E,10-06-2023 09:00,AMPS,12.1,30.3,37552,10-06-2023 07:46,10-06-2023 07:46,E,A,Ampere
1201,1,221,E,10-06-2023 09:00,Volts,230,230,37551,10-06-2023 07:48,10-06-2023 07:48,E,V,Voltage
1208,1,221,E,10-06-2023 09:00,PF,0.99,0.99,37551,10-06-2023 07:48,10-06-2023 07:48,E,PF,Power Factor
1209,1,221,E,10-06-2023 09:00,Volts,411,872,37551,10-06-2023 07:48,10-06-2023 07:48,E,V,Voltage
1215,1,175,E,10-06-2023 08:00,Volts,424,424,37537,10-06-2023 07:50,10-06-2023 07:50,E,V,Voltage
1225,1,175,E,10-06-2023 08:00,PF,0.98,0.98,37537,10-06-2023 07:50,10-06-2023 07:50,E,PF,Power Factor
1227,1,175,E,10-06-2023 08:00,Deg Celcius,24,54,37537,10-06-2023 07:50,10-06-2023 07:50,E,°C,deg Celsius
1233,1,176,E,10-06-2023 08:00,KWH,3586,3586,37542,10-06-2023 07:52,10-06-2023 07:52,E,Kwh,KWH
1211,1,221,E,10-06-2023 09:00,%,14,9533.4,37551,10-06-2023 07:48,10-06-2023 07:48,E,%,Percentage
1216,1,175,E,10-06-2023 08:00,Volts,419,843,37537,10-06-2023 07:50,10-06-2023 07:50,E,V,Voltage
1220,1,175,E,10-06-2023 08:00,Watts,98,98,37537,10-06-2023 07:50,10-06-2023 07:50,E,Kw,Power
1226,1,175,E,10-06-2023 08:00,Amps,107,110.9,37537,10-06-2023 07:50,10-06-2023 07:50,E,A,Ampere
1237,1,176,E,10-06-2023 08:00, Volts,0,0,37542,10-06-2023 07:52,10-06-2023 07:52,E,V,Voltage
1245,1,176,E,10-06-2023 08:00,PF,0.99,0.99,37542,10-06-2023 07:52,10-06-2023 07:52,E,PF,Power Factor
1249,1,176,E,11-06-2023 08:00, Percentage,0,0,37663,11-06-2023 02:48,11-06-2023 02:48,E,%,Percentage
1250,1,176,E,11-06-2023 08:00,V,27.86,55.79,37663,11-06-2023 02:48,11-06-2023 02:48,E,V,Voltage
1251,1,176,E,11-06-2023 08:00,Volts,416,832,37663,11-06-2023 02:48,11-06-2023 02:48,E,V,Voltage
1252,1,176,E,11-06-2023 08:00,KW,0,0,37663,11-06-2023 02:48,11-06-2023 02:48,E,KW,Real Power
1253,1,176,E,11-06-2023 08:00,FT,805,1625,37663,11-06-2023 02:48,11-06-2023 02:48,E,No,numbers
1254,1,176,E,11-06-2023 08:00,Volts,416,1248,37663,11-06-2023 02:48,11-06-2023 02:48,E,V,Voltage
1255,1,176,E,11-06-2023 08:00,PF,1,1.99,37663,11-06-2023 02:48,11-06-2023 02:48,E,PF,Power Factor
1256,1,176,E,11-06-2023 08:00,Deg Celcius,50,89,37663,11-06-2023 02:48,11-06-2023 02:48,E,°C,deg Celsius
1257,1,176,E,11-06-2023 08:00,deg Celcius,48,94,37663,11-06-2023 02:48,11-06-2023 02:48,E,°C,deg Celsius
1258,1,176,E,11-06-2023 08:00, Amp,0,0,37663,11-06-2023 02:48,11-06-2023 02:48,E,A,Ampere
1259,1,176,E,11-06-2023 08:00,HRs,7.09,13.46,37663,11-06-2023 02:48,11-06-2023 02:48,E,Hr,Hour
1260,1,176,E,11-06-2023 08:00,KWH,1,3587,37663,11-06-2023 02:48,11-06-2023 02:48,E,Kwh,KWH
1261,1,176,E,11-06-2023 08:00,KVA,0,0,37663,11-06-2023 02:48,11-06-2023 02:48,E,Kva,Apparent Power
1262,1,176,E,11-06-2023 08:00,deg celcius,44,2608.02,37663,11-06-2023 02:48,11-06-2023 02:48,E,°C,deg Celsius
1263,1,176,E,11-06-2023 08:00,Volts440,416,832,37663,11-06-2023 02:48,11-06-2023 02:48,E,V,Voltage
1264,1,176,E,11-06-2023 08:00, Volts,0,0,37663,11-06-2023 02:48,11-06-2023 02:48,E,V,Voltage
1265,1,176,E,11-06-2023 08:00,KPA,643.9,1303.7,37663,11-06-2023 02:48,11-06-2023 02:48,E,bar,Bar
1266,1,176,E,11-06-2023 08:00, Amp,0,0,37663,11-06-2023 02:48,11-06-2023 02:48,E,A,Ampere
1267,1,176,E,11-06-2023 08:00,HZ,50,100,37663,11-06-2023 02:48,11-06-2023 02:48,E,Hz,Frequency
1268,1,176,E,11-06-2023 08:00,RPM,1502,3005,37663,11-06-2023 02:48,11-06-2023 02:48,E,rpm,Rotation Per minute
1269,1,176,E,11-06-2023 08:00,HRS,387.5,774.7,37663,11-06-2023 02:48,11-06-2023 02:48,E,Hr,Hour
1270,1,175,E,11-06-2023 08:00,Volts,413,1267,37661,11-06-2023 02:51,11-06-2023 02:51,E,V,Voltage
1271,1,175,E,11-06-2023 08:00,Amps,128,131.9,37661,11-06-2023 02:51,11-06-2023 02:51,E,A,Ampere
1272,1,175,E,11-06-2023 08:00,Amps,101,232.9,37661,11-06-2023 02:51,11-06-2023 02:51,E,A,Ampere
1273,1,175,E,11-06-2023 08:00,Amps,96,227.9,37661,11-06-2023 02:51,11-06-2023 02:51,E,A,Ampere
1274,1,175,E,11-06-2023 08:00,Watts,75,173,37661,11-06-2023 02:51,11-06-2023 02:51,E,Kw,Power
1275,1,175,E,11-06-2023 08:00,Amps,4.3,136.2,37661,11-06-2023 02:51,11-06-2023 02:51,E,A,Ampere
1276,1,175,E,11-06-2023 08:00,No's,1,2,37661,11-06-2023 02:51,11-06-2023 02:51,E,Kwh,KWH
1277,1,175,E,11-06-2023 08:00,PF,0.99,1.97,37661,11-06-2023 02:51,11-06-2023 02:51,E,PF,Power Factor
1278,1,175,E,11-06-2023 08:00,Deg Celcius,32,62,37661,11-06-2023 02:51,11-06-2023 02:51,E,°C,deg Celsius
1279,1,175,E,11-06-2023 08:00,Deg Celcius,26,88,37661,11-06-2023 02:51,11-06-2023 02:51,E,°C,deg Celsius
1280,1,175,E,11-06-2023 08:00,Volts,410,1677,37661,11-06-2023 02:51,11-06-2023 02:51,E,V,Voltage
1281,1,175,E,11-06-2023 08:00,Volts,11.4,1278.4,37661,11-06-2023 02:51,11-06-2023 02:51,E,V,Voltage
1282,1,175,E,11-06-2023 08:00,Volts,413,1680,37661,11-06-2023 02:51,11-06-2023 02:51,E,V,Voltage
1283,1,219,E,11-06-2023 09:00,Volts,414,644,37670,11-06-2023 04:25,11-06-2023 04:25,E,V,Voltage
1284,1,219,E,11-06-2023 09:00,VOLTS,412,826,37670,11-06-2023 04:25,11-06-2023 04:25,E,V,Voltage
1285,1,219,E,11-06-2023 09:00, Volts,258.5,530.8,37670,11-06-2023 04:25,11-06-2023 04:25,E,V,Voltage
1286,1,219,E,11-06-2023 09:00,HZ,50,100,37670,11-06-2023 04:25,11-06-2023 04:25,E,Hz,Frequency
1287,1,219,E,11-06-2023 09:00,%,11,10846.1,37670,11-06-2023 04:25,11-06-2023 04:25,E,%,Percentage
1288,1,219,E,11-06-2023 09:00,AMPS,11.8,30,37670,11-06-2023 04:25,11-06-2023 04:25,E,A,Ampere
1289,1,219,E,11-06-2023 09:00,Volts,417,1061,37670,11-06-2023 04:25,11-06-2023 04:25,E,V,Voltage
1290,1,219,E,11-06-2023 09:00,AMPS,12.7,42.7,37670,11-06-2023 04:25,11-06-2023 04:25,E,A,Ampere
1291,1,219,E,11-06-2023 09:00,AMPS,19.3,49.3,37670,11-06-2023 04:25,11-06-2023 04:25,E,A,Ampere
1292,1,219,E,11-06-2023 09:00,Volts,231,875,37670,11-06-2023 04:25,11-06-2023 04:25,E,V,Voltage
1293,1,219,E,11-06-2023 09:00, CELSIUS,22.4,44.8,37670,11-06-2023 04:25,11-06-2023 04:25,E,°C,deg Celsius
1294,1,219,E,11-06-2023 09:00,Volts,231,875,37670,11-06-2023 04:25,11-06-2023 04:25,E,V,Voltage
1295,1,219,E,11-06-2023 09:00,Volts,231,875,37670,11-06-2023 04:25,11-06-2023 04:25,E,V,Voltage
1296,1,219,E,11-06-2023 09:00,PF,0.99,1.98,37670,11-06-2023 04:25,11-06-2023 04:25,E,PF,Power Factor
1297,1,219,E,11-06-2023 09:00, Hours,0,2,37670,11-06-2023 04:25,11-06-2023 04:25,E,Hr,Hour
1298,1,220,E,11-06-2023 09:00,HZ,50,100,37672,11-06-2023 04:27,11-06-2023 04:27,E,Hz,Frequency
1299,1,220,E,11-06-2023 09:00,AMPS,8,26.2,37672,11-06-2023 04:27,11-06-2023 04:27,E,A,Ampere
1300,1,220,E,11-06-2023 09:00,Volts,231,881,37672,11-06-2023 04:27,11-06-2023 04:27,E,V,Voltage
1301,1,220,E,11-06-2023 09:00,AMPS,7.8,34,37672,11-06-2023 04:27,11-06-2023 04:27,E,A,Ampere
1302,1,220,E,11-06-2023 09:00,Volts,419,1300,37672,11-06-2023 04:27,11-06-2023 04:27,E,V,Voltage
1303,1,220,E,11-06-2023 09:00,VOLTS,412,828,37672,11-06-2023 04:27,11-06-2023 04:27,E,V,Voltage
1304,1,220,E,11-06-2023 09:00,Volts,416,1297,37672,11-06-2023 04:27,11-06-2023 04:27,E,V,Voltage
1305,1,220,E,11-06-2023 09:00, CELSIUS,22.4,44.8,37672,11-06-2023 04:27,11-06-2023 04:27,E,°C,deg Celsius
1306,1,220,E,11-06-2023 09:00,Volts,231,1112,37672,11-06-2023 04:27,11-06-2023 04:27,E,V,Voltage
1307,1,220,E,11-06-2023 09:00, Hours,0,2,37672,11-06-2023 04:27,11-06-2023 04:27,E,Hr,Hour
1308,1,220,E,11-06-2023 09:00,Volts,230,1111,37672,11-06-2023 04:27,11-06-2023 04:27,E,V,Voltage
1309,1,220,E,11-06-2023 09:00,AMPS,12.1,38.3,37672,11-06-2023 04:27,11-06-2023 04:27,E,A,Ampere
1310,1,220,E,11-06-2023 09:00,%,11,9648.5,37672,11-06-2023 04:27,11-06-2023 04:27,E,%,Percentage
1311,1,220,E,11-06-2023 09:00,PF,0.99,1.98,37672,11-06-2023 04:27,11-06-2023 04:27,E,PF,Power Factor
1312,1,220,E,11-06-2023 09:00, Volts,272.3,531.1,37672,11-06-2023 04:27,11-06-2023 04:27,E,V,Voltage
